序号,文件名,虫子编号,虫子名称,中心点x坐标,中心点y坐标,左上角x坐标,左上角y坐标,右下角x坐标,右下角y坐标
2131,03078.jpg,402,瓜绢野螟,3640,1917,3353,1683,3927,2151
2132,03079.jpg,0,无,,,,,,
2133,03081.jpg,0,无,,,,,,
2134,03082.jpg,0,无,,,,,,
2135,03083.jpg,0,无,,,,,,
2136,03084.jpg,485,大黑鳃金龟,2264,169,2000,12,2528,327
2137,03086.jpg,0,无,,,,,,
2138,03088.jpg,0,无,,,,,,
2139,03090.jpg,0,无,,,,,,
2140,03091.jpg,10,褐飞虱属,1790,3328,1739,3302,1841,3354
2141,03092.jpg,0,无,,,,,,
2142,03096.jpg,0,无,,,,,,
2143,03097.jpg,0,无,,,,,,
2144,03098.jpg,0,无,,,,,,
2145,03100.jpg,0,无,,,,,,
2146,03101.jpg,0,无,,,,,,
2147,03102.jpg,156,八点灰灯蛾,2985,2796,2564,2454,3406,3139
2148,03106.jpg,10,褐飞虱属,4526,3313,4475,3302,4578,3324
2149,03108.jpg,0,无,,,,,,
2150,03109.jpg,0,无,,,,,,
2151,03110.jpg,0,无,,,,,,
2152,03111.jpg,0,无,,,,,,
2153,03114.jpg,0,无,,,,,,
2154,03115.jpg,0,无,,,,,,
2155,03116.jpg,0,无,,,,,,
2156,03118.jpg,0,无,,,,,,
2157,03120.jpg,0,无,,,,,,
2158,03121.jpg,7,二化螟,3895,1123,3639,876,4151,1370
2159,03122.jpg,9,白背飞虱,2539,1435,2485,1397,2593,1474
2160,03123.jpg,0,无,,,,,,
2161,03125.jpg,0,无,,,,,,
2162,03126.jpg,0,无,,,,,,
2163,03127.jpg,148,黄足猎蝽,4044,3486,3706,3325,4383,3647
2164,03128.jpg,0,无,,,,,,
2165,03129.jpg,0,无,,,,,,
2166,03130.jpg,0,无,,,,,,
2167,03132.jpg,10,褐飞虱属,2313,2653,2287,2590,2339,2717
2168,03132.jpg,398,甜菜白带野螟,4113,3103,3921,2912,4305,3295
2169,03134.jpg,0,无,,,,,,
2170,03136.jpg,156,八点灰灯蛾,4147,3010,3679,2613,4616,3407
2171,03136.jpg,156,八点灰灯蛾,1830,3007,1322,2676,2338,3339
2172,03136.jpg,156,八点灰灯蛾,3283,128,2845,8,3721,249
2173,03136.jpg,156,八点灰灯蛾,1934,1434,1529,1001,2339,1867
2174,03136.jpg,156,八点灰灯蛾,2089,832,1710,630,2469,1034
2175,03136.jpg,256,蟋蟀,3296,2984,3004,2754,3589,3214
2176,03137.jpg,0,无,,,,,,
2177,03138.jpg,10,褐飞虱属,2059,1427,1984,1359,2134,1496
2178,03138.jpg,41,蝼蛄,3514,3500,3019,3357,4009,3644
2179,03138.jpg,256,蟋蟀,3211,2911,2861,2618,3561,3205
2180,03141.jpg,0,无,,,,,,
2181,03143.jpg,401,歧角螟,2590,437,2427,280,2754,594
2182,03144.jpg,148,黄足猎蝽,1638,2088,1332,1919,1945,2257
2183,03144.jpg,222,棉铃虫,1473,439,1125,147,1822,731
2184,03145.jpg,0,无,,,,,,
2185,03146.jpg,0,无,,,,,,
2186,03147.jpg,9,白背飞虱,3543,212,3519,160,3567,264
2187,03149.jpg,0,无,,,,,,
2188,03150.jpg,0,无,,,,,,
2189,03153.jpg,9,白背飞虱,3173,3392,3144,3319,3202,3465
2190,03156.jpg,0,无,,,,,,
2191,03158.jpg,0,无,,,,,,
2192,03160.jpg,10,褐飞虱属,1793,1415,1747,1378,1840,1453
2193,03161.jpg,105,粘虫,4462,277,4135,14,4789,541
2194,03162.jpg,0,无,,,,,,
2195,03163.jpg,0,无,,,,,,
2196,03164.jpg,9,白背飞虱,2985,2978,2920,2947,3051,3010
2197,03164.jpg,9,白背飞虱,1250,2199,1173,2171,1328,2227
2198,03164.jpg,9,白背飞虱,4843,2859,4803,2812,4884,2907
2199,03164.jpg,9,白背飞虱,2539,1258,2487,1227,2591,1290
2200,03164.jpg,10,褐飞虱属,3038,3421,2994,3371,3083,3472
2201,03164.jpg,10,褐飞虱属,1071,3452,1036,3392,1106,3513
2202,03164.jpg,10,褐飞虱属,1544,3141,1489,3098,1600,3184
2203,03164.jpg,10,褐飞虱属,2062,3295,2021,3240,2103,3350
2204,03164.jpg,256,蟋蟀,2853,487,2664,241,3043,733
2205,03164.jpg,398,甜菜白带野螟,1894,3340,1778,3209,2011,3472
2206,03164.jpg,398,甜菜白带野螟,3145,2203,2973,1946,3317,2460
2207,03166.jpg,0,无,,,,,,
2208,03168.jpg,0,无,,,,,,
2209,03169.jpg,10,褐飞虱属,3998,2521,3955,2474,4042,2568
2210,03170.jpg,7,二化螟,3852,3285,3583,3102,4122,3468
2211,03172.jpg,10,褐飞虱属,1781,3198,1732,3165,1831,3231
2212,03176.jpg,0,无,,,,,,
2213,03177.jpg,228,二点委夜蛾,2889,1117,2687,878,3091,1356
2214,03178.jpg,0,无,,,,,,
2215,03179.jpg,0,无,,,,,,
2216,03180.jpg,0,无,,,,,,
2217,03182.jpg,0,无,,,,,,
2218,03187.jpg,0,无,,,,,,
2219,03188.jpg,0,无,,,,,,
2220,03190.jpg,0,无,,,,,,
2221,03191.jpg,0,无,,,,,,
2222,03192.jpg,0,无,,,,,,
2223,03193.jpg,0,无,,,,,,
2224,03195.jpg,0,无,,,,,,
2225,03196.jpg,0,无,,,,,,
2226,03197.jpg,0,无,,,,,,
2227,03201.jpg,0,无,,,,,,
2228,03203.jpg,0,无,,,,,,
2229,03205.jpg,7,二化螟,3450,2449,3306,2312,3594,2587
2230,03206.jpg,0,无,,,,,,
2231,03207.jpg,0,无,,,,,,
2232,03209.jpg,156,八点灰灯蛾,2674,1057,2221,676,3128,1439
2233,03209.jpg,156,八点灰灯蛾,3496,445,3040,0,3953,891
2234,03210.jpg,0,无,,,,,,
2235,03211.jpg,0,无,,,,,,
2236,03212.jpg,0,无,,,,,,
2237,03214.jpg,0,无,,,,,,
2238,03216.jpg,0,无,,,,,,
2239,03221.jpg,394,线委夜蛾,3955,2328,3630,2024,4280,2633
2240,03222.jpg,0,无,,,,,,
2241,03223.jpg,0,无,,,,,,
2242,03224.jpg,0,无,,,,,,
2243,03226.jpg,0,无,,,,,,
2244,03227.jpg,156,八点灰灯蛾,3781,1004,3310,653,4252,1355
2245,03229.jpg,0,无,,,,,,
2246,03231.jpg,0,无,,,,,,
2247,03232.jpg,0,无,,,,,,
2248,03233.jpg,256,蟋蟀,2932,771,2742,570,3123,972
2249,03233.jpg,256,蟋蟀,2977,721,2618,391,3337,1051
2250,03237.jpg,0,无,,,,,,
2251,03240.jpg,0,无,,,,,,
2252,03244.jpg,0,无,,,,,,
2253,03246.jpg,0,无,,,,,,
2254,03247.jpg,0,无,,,,,,
2255,03249.jpg,0,无,,,,,,
2256,03250.jpg,0,无,,,,,,
2257,03252.jpg,0,无,,,,,,
2258,03253.jpg,6,大螟,3513,954,3377,745,3650,1164
2259,03253.jpg,9,白背飞虱,3921,732,3861,657,3982,808
2260,03253.jpg,156,八点灰灯蛾,2451,299,2045,0,2857,599
2261,03254.jpg,25,地老虎,4179,2158,3941,1952,4418,2364
2262,03255.jpg,0,无,,,,,,
2263,03256.jpg,115,甜菜夜蛾,3367,2662,3250,2421,3484,2903
2264,03256.jpg,148,黄足猎蝽,3289,3572,3085,3492,3494,3653
2265,03256.jpg,222,棉铃虫,1644,2149,1404,1808,1885,2491
2266,03257.jpg,0,无,,,,,,
2267,03258.jpg,0,无,,,,,,
2268,03259.jpg,0,无,,,,,,
2269,03260.jpg,0,无,,,,,,
2270,03261.jpg,0,无,,,,,,
2271,03263.jpg,0,无,,,,,,
2272,03264.jpg,0,无,,,,,,
2273,03265.jpg,0,无,,,,,,
2274,03266.jpg,0,无,,,,,,
2275,03268.jpg,0,无,,,,,,
2276,03269.jpg,0,无,,,,,,
2277,03270.jpg,0,无,,,,,,
2278,03271.jpg,0,无,,,,,,
2279,03272.jpg,0,无,,,,,,
2280,03273.jpg,0,无,,,,,,
2281,03277.jpg,0,无,,,,,,
2282,03279.jpg,0,无,,,,,,
2283,03280.jpg,41,蝼蛄,3674,2761,3229,2380,4119,3143
2284,03280.jpg,156,八点灰灯蛾,4254,3040,3731,2644,4777,3436
2285,03281.jpg,256,蟋蟀,2091,2346,1950,2162,2233,2531
2286,03282.jpg,310,稻螟蛉,3181,1690,3048,1485,3315,1895
2287,03283.jpg,0,无,,,,,,
2288,03284.jpg,0,无,,,,,,
2289,03286.jpg,0,无,,,,,,
2290,03287.jpg,0,无,,,,,,
2291,03291.jpg,256,蟋蟀,1486,2429,1146,2078,1826,2781
2292,03292.jpg,0,无,,,,,,
2293,03295.jpg,0,无,,,,,,
2294,03296.jpg,0,无,,,,,,
2295,03297.jpg,0,无,,,,,,
2296,03298.jpg,148,黄足猎蝽,2111,1082,1828,861,2395,1304
2297,03299.jpg,0,无,,,,,,
2298,03300.jpg,0,无,,,,,,
2299,03303.jpg,235,甘蓝夜蛾,1508,1917,1129,1582,1887,2253
2300,03303.jpg,256,蟋蟀,1407,1050,1262,838,1552,1263
2301,03305.jpg,156,八点灰灯蛾,1998,504,1594,62,2403,946
2302,03306.jpg,0,无,,,,,,
2303,03307.jpg,0,无,,,,,,
2304,03308.jpg,6,大螟,1957,779,1677,472,2237,1087
2305,03308.jpg,9,白背飞虱,4413,1288,4375,1243,4452,1333
2306,03308.jpg,10,褐飞虱属,3196,1359,3127,1328,3265,1390
2307,03311.jpg,10,褐飞虱属,1811,2415,1765,2379,1857,2452
2308,03312.jpg,0,无,,,,,,
2309,03315.jpg,0,无,,,,,,
2310,03316.jpg,0,无,,,,,,
2311,03317.jpg,105,粘虫,1802,1328,1435,1015,2169,1642
2312,03318.jpg,256,蟋蟀,1673,207,1511,12,1836,403
2313,03320.jpg,0,无,,,,,,
2314,03324.jpg,110,草地螟,3729,1177,3558,1084,3901,1270
2315,03324.jpg,280,黄毒蛾,3187,282,2914,97,3460,468
2316,03325.jpg,0,无,,,,,,
2317,03326.jpg,0,无,,,,,,
2318,03327.jpg,9,白背飞虱,3125,599,3094,549,3157,649
2319,03328.jpg,9,白背飞虱,3188,1777,3134,1744,3243,1811
2320,03328.jpg,10,褐飞虱属,1751,2094,1697,2067,1806,2122
2321,03328.jpg,10,褐飞虱属,3040,3427,3010,3371,3071,3484
2322,03328.jpg,10,褐飞虱属,4315,2955,4279,2892,4352,3018
2323,03328.jpg,10,褐飞虱属,3139,37,3109,0,3169,75
2324,03329.jpg,0,无,,,,,,
2325,03330.jpg,0,无,,,,,,
2326,03332.jpg,0,无,,,,,,
2327,03333.jpg,0,无,,,,,,
2328,03334.jpg,0,无,,,,,,
2329,03335.jpg,0,无,,,,,,
2330,03336.jpg,0,无,,,,,,
2331,03337.jpg,0,无,,,,,,
2332,03338.jpg,280,黄毒蛾,4159,443,3960,218,4359,669
2333,03340.jpg,0,无,,,,,,
2334,03342.jpg,0,无,,,,,,
2335,03344.jpg,0,无,,,,,,
2336,03346.jpg,0,无,,,,,,
2337,03347.jpg,0,无,,,,,,
2338,03348.jpg,0,无,,,,,,
2339,03352.jpg,115,甜菜夜蛾,1678,1732,1526,1534,1831,1930
2340,03355.jpg,0,无,,,,,,
2341,03356.jpg,0,无,,,,,,
2342,03358.jpg,0,无,,,,,,
2343,03360.jpg,41,蝼蛄,3998,3127,3616,2848,4381,3407
2344,03360.jpg,148,黄足猎蝽,2864,1534,2591,1366,3138,1702
2345,03360.jpg,256,蟋蟀,2013,1229,1840,1063,2186,1396
2346,03360.jpg,256,蟋蟀,2272,3498,1949,3342,2595,3655
2347,03361.jpg,0,无,,,,,,
2348,03362.jpg,0,无,,,,,,
2349,03365.jpg,0,无,,,,,,
2350,03366.jpg,0,无,,,,,,
2351,03367.jpg,0,无,,,,,,
2352,03368.jpg,0,无,,,,,,
2353,03371.jpg,0,无,,,,,,
2354,03373.jpg,0,无,,,,,,
2355,03374.jpg,0,无,,,,,,
2356,03376.jpg,0,无,,,,,,
2357,03377.jpg,0,无,,,,,,
2358,03378.jpg,0,无,,,,,,
2359,03379.jpg,0,无,,,,,,
2360,03381.jpg,0,无,,,,,,
2361,03383.jpg,0,无,,,,,,
2362,03384.jpg,105,粘虫,4220,1695,4098,1529,4343,1861
2363,03385.jpg,0,无,,,,,,
2364,03388.jpg,0,无,,,,,,
2365,03389.jpg,0,无,,,,,,
2366,03390.jpg,0,无,,,,,,
2367,03393.jpg,7,二化螟,2836,3096,2619,2869,3053,3323
2368,03393.jpg,7,二化螟,4045,2747,3813,2562,4277,2932
2369,03394.jpg,0,无,,,,,,
2370,03396.jpg,0,无,,,,,,
2371,03399.jpg,0,无,,,,,,
2372,03401.jpg,6,大螟,3060,3551,2909,3456,3212,3647
2373,03401.jpg,7,二化螟,4722,2212,4581,2058,4864,2367
2374,03401.jpg,9,白背飞虱,2712,2348,2677,2288,2747,2409
2375,03401.jpg,10,褐飞虱属,3828,580,3790,535,3866,625
2376,03401.jpg,10,褐飞虱属,3546,3186,3485,3143,3608,3229
2377,03404.jpg,0,无,,,,,,
2378,03405.jpg,148,黄足猎蝽,2607,3567,2358,3489,2856,3645
2379,03406.jpg,0,无,,,,,,
2380,03408.jpg,0,无,,,,,,
2381,03409.jpg,0,无,,,,,,
2382,03410.jpg,0,无,,,,,,
2383,03414.jpg,0,无,,,,,,
2384,03416.jpg,156,八点灰灯蛾,3963,2463,3561,2005,4365,2922
2385,03416.jpg,156,八点灰灯蛾,1704,3123,1390,2637,2019,3610
2386,03416.jpg,156,八点灰灯蛾,2264,2230,1797,1758,2732,2703
2387,03419.jpg,0,无,,,,,,
2388,03422.jpg,10,褐飞虱属,1792,2860,1768,2804,1816,2916
2389,03423.jpg,0,无,,,,,,
2390,03428.jpg,0,无,,,,,,
2391,03429.jpg,0,无,,,,,,
2392,03433.jpg,0,无,,,,,,
2393,03434.jpg,9,白背飞虱,1234,1967,1179,1926,1290,2008
2394,03434.jpg,148,黄足猎蝽,3464,1522,3293,1415,3636,1629
2395,03434.jpg,222,棉铃虫,4157,1011,3882,749,4432,1273
2396,03434.jpg,256,蟋蟀,2677,2410,2463,2209,2892,2612
2397,03434.jpg,256,蟋蟀,1160,2139,1019,1980,1301,2298
2398,03436.jpg,10,褐飞虱属,1824,3106,1782,3069,1867,3143
2399,03436.jpg,148,黄足猎蝽,2576,3149,2425,2810,2727,3489
2400,03438.jpg,148,黄足猎蝽,2035,1794,1773,1637,2298,1951
2401,03438.jpg,310,稻螟蛉,1221,1966,1111,1770,1331,2162
2402,03439.jpg,0,无,,,,,,
2403,03443.jpg,0,无,,,,,,
2404,03445.jpg,0,无,,,,,,
2405,03446.jpg,0,无,,,,,,
2406,03451.jpg,0,无,,,,,,
2407,03453.jpg,0,无,,,,,,
2408,03454.jpg,0,无,,,,,,
2409,03458.jpg,9,白背飞虱,4734,3353,4661,3321,4807,3386
2410,03458.jpg,10,褐飞虱属,1803,2485,1750,2450,1856,2520
2411,03460.jpg,0,无,,,,,,
2412,03461.jpg,0,无,,,,,,
2413,03462.jpg,0,无,,,,,,
2414,03464.jpg,115,甜菜夜蛾,1897,79,1633,5,2162,153
2415,03466.jpg,256,蟋蟀,3991,1093,3900,930,4082,1256
2416,03471.jpg,0,无,,,,,,
2417,03472.jpg,0,无,,,,,,
2418,03475.jpg,156,八点灰灯蛾,971,3205,506,2805,1436,3606
2419,03475.jpg,156,八点灰灯蛾,3771,2659,3319,2351,4224,2967
2420,03484.jpg,10,褐飞虱属,4332,2922,4298,2863,4366,2981
2421,03484.jpg,10,褐飞虱属,1383,3574,1337,3537,1430,3611
2422,03485.jpg,0,无,,,,,,
2423,03487.jpg,0,无,,,,,,
2424,03488.jpg,6,大螟,1650,236,1402,23,1898,449
2425,03488.jpg,156,八点灰灯蛾,4084,3532,3663,3411,4506,3653
2426,03488.jpg,156,八点灰灯蛾,3932,594,3598,174,4267,1015
2427,03488.jpg,156,八点灰灯蛾,1938,844,1547,543,2329,1146
2428,03489.jpg,0,无,,,,,,
2429,03490.jpg,256,蟋蟀,1315,2431,1110,2175,1520,2688
2430,03491.jpg,0,无,,,,,,
2431,03492.jpg,0,无,,,,,,
2432,03495.jpg,0,无,,,,,,
2433,03496.jpg,148,黄足猎蝽,2285,1088,1921,797,2649,1380
2434,03497.jpg,0,无,,,,,,
2435,03500.jpg,9,白背飞虱,3383,1301,3336,1246,3431,1356
2436,03500.jpg,9,白背飞虱,3657,1293,3606,1270,3708,1317
2437,03500.jpg,256,蟋蟀,3718,982,3316,849,4120,1116
2438,03500.jpg,280,黄毒蛾,3467,46,3200,0,3734,93
2439,03501.jpg,0,无,,,,,,
2440,03506.jpg,0,无,,,,,,
2441,03507.jpg,156,八点灰灯蛾,4170,890,3827,450,4513,1330
2442,03508.jpg,0,无,,,,,,
2443,03509.jpg,156,八点灰灯蛾,1614,2522,1127,2090,2102,2955
2444,03510.jpg,0,无,,,,,,
2445,03511.jpg,0,无,,,,,,
2446,03513.jpg,0,无,,,,,,
2447,03515.jpg,0,无,,,,,,
2448,03516.jpg,41,蝼蛄,1788,149,1459,2,2117,297
2449,03516.jpg,148,黄足猎蝽,1672,72,1378,0,1966,145
2450,03516.jpg,256,蟋蟀,2274,485,1989,93,2560,878
2451,03516.jpg,485,大黑鳃金龟,2430,2143,2167,1785,2694,2501
2452,03517.jpg,156,八点灰灯蛾,4984,1578,4545,1112,5423,2044
2453,03517.jpg,280,黄毒蛾,2965,1576,2752,1306,3179,1847
2454,03518.jpg,0,无,,,,,,
2455,03519.jpg,0,无,,,,,,
2456,03520.jpg,0,无,,,,,,
2457,03521.jpg,0,无,,,,,,
2458,03522.jpg,0,无,,,,,,
2459,03524.jpg,0,无,,,,,,
2460,03525.jpg,0,无,,,,,,
2461,03527.jpg,156,八点灰灯蛾,4213,2907,3885,2476,4542,3338
2462,03528.jpg,0,无,,,,,,
2463,03529.jpg,0,无,,,,,,
2464,03530.jpg,0,无,,,,,,
2465,03532.jpg,0,无,,,,,,
2466,03538.jpg,0,无,,,,,,
2467,03541.jpg,0,无,,,,,,
2468,03542.jpg,0,无,,,,,,
2469,03543.jpg,9,白背飞虱,3153,2442,3095,2391,3212,2493
2470,03544.jpg,0,无,,,,,,
2471,03546.jpg,9,白背飞虱,1721,1604,1661,1561,1781,1647
2472,03547.jpg,0,无,,,,,,
2473,03549.jpg,0,无,,,,,,
2474,03550.jpg,0,无,,,,,,
2475,03552.jpg,0,无,,,,,,
2476,03553.jpg,0,无,,,,,,
2477,03559.jpg,9,白背飞虱,4529,3512,4501,3457,4558,3568
2478,03562.jpg,0,无,,,,,,
2479,03565.jpg,156,八点灰灯蛾,2546,2997,2186,2592,2907,3403
2480,03565.jpg,156,八点灰灯蛾,3015,1104,2516,638,3514,1570
2481,03565.jpg,156,八点灰灯蛾,1473,1905,1200,1509,1747,2301
2482,03565.jpg,156,八点灰灯蛾,2959,1418,2496,1167,3422,1669
2483,03565.jpg,156,八点灰灯蛾,2622,2001,2180,1698,3064,2304
2484,03566.jpg,0,无,,,,,,
2485,03568.jpg,0,无,,,,,,
2486,03569.jpg,0,无,,,,,,
2487,03570.jpg,0,无,,,,,,
2488,03573.jpg,0,无,,,,,,
2489,03574.jpg,0,无,,,,,,
2490,03578.jpg,0,无,,,,,,
2491,03579.jpg,0,无,,,,,,
2492,03580.jpg,105,粘虫,3974,162,3718,0,4230,325
2493,03581.jpg,0,无,,,,,,
2494,03583.jpg,0,无,,,,,,
2495,03584.jpg,7,二化螟,4343,1354,4158,1143,4529,1566
2496,03584.jpg,148,黄足猎蝽,3359,2460,3117,2280,3601,2641
2497,03584.jpg,156,八点灰灯蛾,3103,537,2760,155,3447,920
2498,03584.jpg,280,黄毒蛾,3472,3507,3218,3367,3727,3648
2499,03586.jpg,0,无,,,,,,
2500,03587.jpg,222,棉铃虫,2235,1654,1922,1356,2549,1953
2501,03587.jpg,228,二点委夜蛾,1720,3349,1566,3147,1875,3551
2502,03587.jpg,256,蟋蟀,3300,546,3136,259,3465,834
2503,03590.jpg,0,无,,,,,,
2504,03592.jpg,10,褐飞虱属,3512,524,3475,461,3550,587
2505,03592.jpg,10,褐飞虱属,4051,1699,4017,1635,4086,1764
2506,03594.jpg,0,无,,,,,,
2507,03595.jpg,0,无,,,,,,
2508,03598.jpg,0,无,,,,,,
2509,03599.jpg,0,无,,,,,,
2510,03600.jpg,0,无,,,,,,
2511,03601.jpg,0,无,,,,,,
2512,03603.jpg,0,无,,,,,,
2513,03604.jpg,0,无,,,,,,
2514,03605.jpg,105,粘虫,4220,158,3884,0,4557,317
2515,03606.jpg,0,无,,,,,,
2516,03607.jpg,0,无,,,,,,
2517,03608.jpg,0,无,,,,,,
2518,03609.jpg,0,无,,,,,,
2519,03610.jpg,0,无,,,,,,
2520,03611.jpg,0,无,,,,,,
2521,03612.jpg,0,无,,,,,,
2522,03613.jpg,0,无,,,,,,
2523,03615.jpg,0,无,,,,,,
2524,03617.jpg,0,无,,,,,,
2525,03618.jpg,8,稻纵卷叶螟,1951,2730,1780,2606,2122,2855
2526,03621.jpg,280,黄毒蛾,4359,1247,4125,1046,4593,1448
2527,03622.jpg,7,二化螟,2700,3250,2418,2996,2983,3504
2528,03622.jpg,7,二化螟,4484,2410,4237,2168,4732,2653
2529,03622.jpg,110,草地螟,1762,3599,1557,3547,1967,3652
2530,03622.jpg,110,草地螟,1483,3602,1258,3556,1708,3648
2531,03622.jpg,228,二点委夜蛾,3131,888,2911,681,3352,1095
2532,03622.jpg,256,蟋蟀,1299,1297,1181,1066,1418,1528
2533,03623.jpg,0,无,,,,,,
2534,03626.jpg,0,无,,,,,,
2535,03628.jpg,0,无,,,,,,
2536,03631.jpg,10,褐飞虱属,2734,3191,2684,3118,2785,3265
2537,03634.jpg,0,无,,,,,,
2538,03636.jpg,0,无,,,,,,
2539,03637.jpg,0,无,,,,,,
2540,03638.jpg,0,无,,,,,,
2541,03639.jpg,0,无,,,,,,
2542,03640.jpg,0,无,,,,,,
2543,03644.jpg,0,无,,,,,,
2544,03645.jpg,0,无,,,,,,
2545,03646.jpg,0,无,,,,,,
2546,03650.jpg,0,无,,,,,,
2547,03651.jpg,0,无,,,,,,
2548,03654.jpg,0,无,,,,,,
2549,03655.jpg,0,无,,,,,,
2550,03656.jpg,0,无,,,,,,
2551,03657.jpg,156,八点灰灯蛾,1518,2875,1095,2537,1942,3213
2552,03658.jpg,0,无,,,,,,
2553,03659.jpg,280,黄毒蛾,2796,766,2602,510,2991,1023
2554,03660.jpg,156,八点灰灯蛾,2920,1523,2565,1296,3276,1750
2555,03661.jpg,0,无,,,,,,
2556,03662.jpg,0,无,,,,,,
2557,03665.jpg,0,无,,,,,,
2558,03666.jpg,156,八点灰灯蛾,4015,287,3740,0,4291,575
2559,03668.jpg,0,无,,,,,,
2560,03670.jpg,0,无,,,,,,
2561,03672.jpg,256,蟋蟀,1777,136,1446,12,2109,261
2562,03672.jpg,256,蟋蟀,1752,92,1556,0,1949,185
2563,03673.jpg,0,无,,,,,,
2564,03674.jpg,0,无,,,,,,
2565,03676.jpg,0,无,,,,,,
2566,03678.jpg,0,无,,,,,,
2567,03679.jpg,156,八点灰灯蛾,2414,3028,1966,2600,2863,3456
2568,03683.jpg,0,无,,,,,,
2569,03684.jpg,0,无,,,,,,
2570,03685.jpg,0,无,,,,,,
2571,03686.jpg,0,无,,,,,,
2572,03688.jpg,0,无,,,,,,
2573,03689.jpg,0,无,,,,,,
2574,03690.jpg,0,无,,,,,,
2575,03693.jpg,0,无,,,,,,
2576,03694.jpg,0,无,,,,,,
2577,03701.jpg,0,无,,,,,,
2578,03703.jpg,0,无,,,,,,
2579,03705.jpg,0,无,,,,,,
2580,03706.jpg,0,无,,,,,,
2581,03707.jpg,115,甜菜夜蛾,1493,3209,1357,2967,1630,3452
2582,03707.jpg,156,八点灰灯蛾,4502,784,4289,401,4716,1167
2583,03709.jpg,0,无,,,,,,
2584,03710.jpg,0,无,,,,,,
2585,03711.jpg,0,无,,,,,,
2586,03712.jpg,0,无,,,,,,
2587,03713.jpg,0,无,,,,,,
2588,03714.jpg,0,无,,,,,,
2589,03716.jpg,9,白背飞虱,2536,2633,2486,2601,2586,2665
2590,03718.jpg,156,八点灰灯蛾,1446,524,1053,86,1839,962
2591,03719.jpg,0,无,,,,,,
2592,03720.jpg,0,无,,,,,,
2593,03721.jpg,0,无,,,,,,
2594,03722.jpg,0,无,,,,,,
2595,03723.jpg,9,白背飞虱,1944,135,1908,64,1981,206
2596,03725.jpg,6,大螟,1450,1065,1219,880,1681,1250
2597,03729.jpg,0,无,,,,,,
2598,03732.jpg,10,褐飞虱属,3794,1148,3746,1063,3843,1234
2599,03732.jpg,156,八点灰灯蛾,2616,2480,2206,2093,3027,2867
2600,03733.jpg,0,无,,,,,,
2601,03735.jpg,0,无,,,,,,
2602,03736.jpg,9,白背飞虱,2572,697,2522,638,2623,757
2603,03736.jpg,256,蟋蟀,1353,3382,1133,3128,1574,3637
2604,03740.jpg,0,无,,,,,,
2605,03742.jpg,0,无,,,,,,
2606,03743.jpg,0,无,,,,,,
2607,03744.jpg,0,无,,,,,,
2608,03746.jpg,7,二化螟,2754,2941,2441,2818,3068,3064
2609,03747.jpg,10,褐飞虱属,2975,1971,2934,1916,3017,2026
2610,03748.jpg,0,无,,,,,,
2611,03753.jpg,7,二化螟,3260,3063,2990,2794,3530,3332
2612,03753.jpg,10,褐飞虱属,2757,1776,2730,1718,2784,1834
2613,03753.jpg,10,褐飞虱属,2295,3029,2261,2980,2330,3078
2614,03753.jpg,398,甜菜白带野螟,2687,3466,2421,3287,2953,3646
2615,03754.jpg,0,无,,,,,,
2616,03755.jpg,0,无,,,,,,
2617,03757.jpg,0,无,,,,,,
2618,03758.jpg,0,无,,,,,,
2619,03760.jpg,6,大螟,4039,1573,3957,1317,4122,1829
2620,03760.jpg,156,八点灰灯蛾,3557,466,3156,47,3958,885
2621,03760.jpg,222,棉铃虫,2078,467,1698,123,2458,812
2622,03762.jpg,0,无,,,,,,
2623,03763.jpg,0,无,,,,,,
2624,03764.jpg,0,无,,,,,,
2625,03765.jpg,0,无,,,,,,
2626,03766.jpg,480,石蛾,2499,3224,2420,3086,2579,3363
2627,03768.jpg,0,无,,,,,,
2628,03769.jpg,0,无,,,,,,
2629,03770.jpg,0,无,,,,,,
2630,03771.jpg,156,八点灰灯蛾,3696,613,3352,227,4040,999
2631,03774.jpg,0,无,,,,,,
2632,03775.jpg,0,无,,,,,,
2633,03776.jpg,0,无,,,,,,
2634,03777.jpg,0,无,,,,,,
2635,03778.jpg,0,无,,,,,,
2636,03781.jpg,0,无,,,,,,
2637,03786.jpg,0,无,,,,,,
2638,03788.jpg,0,无,,,,,,
2639,03789.jpg,0,无,,,,,,
2640,03793.jpg,0,无,,,,,,
2641,03795.jpg,0,无,,,,,,
2642,03796.jpg,0,无,,,,,,
2643,03797.jpg,7,二化螟,3385,2013,3295,1876,3476,2151
2644,03798.jpg,0,无,,,,,,
2645,03799.jpg,0,无,,,,,,
2646,03802.jpg,0,无,,,,,,
2647,03803.jpg,0,无,,,,,,
2648,03806.jpg,0,无,,,,,,
2649,03807.jpg,0,无,,,,,,
2650,03809.jpg,0,无,,,,,,
2651,03810.jpg,0,无,,,,,,
2652,03811.jpg,0,无,,,,,,
2653,03812.jpg,430,豆野螟,1441,2270,1178,2130,1703,2411
2654,03813.jpg,10,褐飞虱属,2310,623,2277,566,2343,680
2655,03813.jpg,280,黄毒蛾,3070,217,2878,70,3262,365
2656,03813.jpg,673,干纹冬夜蛾,3956,808,3634,440,4277,1176
